customer_id,product_id,product_category,purchase_amount,purchase_date
186,37,Home Goods,413.36,2024-04-13
350,44,Confectionary,45.31,2024-11-07
103,50,Confectionary,288.48,2025-01-05
396,33,Home Goods,180.05,2024-08-25
207,12,Stationary,763.3,2024-10-25
83,24,Fashion,353.85,2024-10-29
474,25,Groceries,417.9,2025-02-05
237,9,Home Goods,49.92,2024-07-07
4,20,Electronics,503.97,2024-06-12
166,3,Groceries,727.43,2024-06-09
392,29,Confectionary,384.84,2024-12-21
286,39,Fashion,583.83,2024-08-17
79,47,Fashion,813.35,2024-10-06
268,44,Confectionary,872.5,2024-05-10
458,34,Groceries,266.41,2024-08-28
12,14,Confectionary,479.39,2024-10-10
273,46,Electronics,833.14,2024-10-26
61,34,Electronics,35.93,2024-11-29
124,11,Stationary,709.98,2025-01-17
104,24,Stationary,63.63,2025-01-30
192,14,Groceries,877.03,2024-03-30
188,47,Confectionary,575.44,2025-03-23
130,31,Home Goods,479.81,2024-09-09
403,1,Groceries,938.7,2024-05-24
182,44,Groceries,372.47,2024-10-02
285,8,Electronics,788.84,2024-12-13
449,4,Groceries,448.7,2024-12-24
342,47,Home Goods,612.09,2024-07-22
217,1,Electronics,832.0,2024-04-26
74,32,Electronics,570.73,2024-04-22
393,9,Groceries,741.4,2025-03-14
467,4,Electronics,131.95,2024-09-15
396,12,Stationary,171.9,2025-02-20
477,24,Electronics,467.52,2024-05-23
374,21,Home Goods,114.81,2024-10-18
436,2,Electronics,751.39,2024-04-27
338,7,Groceries,978.9,2024-06-02
440,47,Confectionary,302.46,2024-08-04
16,5,Confectionary,508.69,2024-11-03
132,43,Fashion,770.67,2024-10-21
107,36,Groceries,971.72,2024-12-12
473,48,Fashion,580.52,2024-11-20
214,23,Electronics,164.36,2024-07-17
285,31,Fashion,509.61,2024-06-03
315,39,Electronics,754.5,2024-10-23
214,12,Confectionary,368.46,2024-04-14
79,35,Fashion,629.39,2024-06-16
368,4,Groceries,476.93,2024-12-15
322,50,Stationary,834.28,2024-11-29
333,43,Fashion,615.43,2024-08-17
268,1,Home Goods,569.64,2024-12-23
282,7,Home Goods,377.8,2024-06-18
360,34,Confectionary,722.4,2024-11-10
268,30,Fashion,103.8,2025-02-16
347,22,Stationary,525.03,2024-04-18
238,15,Fashion,419.86,2024-07-01
419,23,Groceries,493.89,2024-11-21
386,28,Fashion,469.61,2024-09-27
145,4,Electronics,488.76,2024-05-16
258,50,Stationary,417.02,2024-09-23
17,31,Groceries,586.21,2024-08-07
34,40,Electronics,615.07,2024-08-13
34,47,Electronics,394.78,2024-04-09
173,24,Confectionary,976.42,2024-12-05
487,25,Confectionary,257.01,2024-11-04
297,44,Stationary,127.81,2024-12-10
329,14,Home Goods,553.78,2024-07-24
206,33,Fashion,569.91,2024-09-12
107,33,Groceries,899.84,2024-06-17
84,50,Stationary,552.57,2025-02-13
243,26,Stationary,861.14,2024-08-11
417,10,Groceries,35.23,2025-03-10
408,38,Fashion,300.1,2025-03-05
325,45,Fashion,54.78,2024-05-24
416,18,Groceries,830.63,2024-10-03
151,24,Confectionary,207.71,2025-02-09
65,36,Stationary,883.61,2024-07-15
230,36,Groceries,636.94,2025-01-29
288,35,Electronics,931.69,2024-11-27
80,21,Fashion,519.74,2024-08-26
84,6,Home Goods,271.49,2024-04-12
272,21,Confectionary,228.43,2024-11-13
308,7,Groceries,424.6,2024-10-02
397,9,Home Goods,376.4,2024-08-21
174,1,Groceries,496.55,2024-11-05
11,45,Fashion,798.61,2025-02-12
106,26,Groceries,522.4,2024-11-28
337,39,Confectionary,738.73,2024-11-15
71,8,Electronics,513.91,2024-09-17
22,10,Electronics,816.47,2025-03-06
223,7,Stationary,961.02,2024-04-25
196,30,Home Goods,225.54,2024-07-29
337,6,Confectionary,132.69,2024-10-21
321,37,Confectionary,437.75,2024-12-18
130,30,Groceries,620.77,2024-04-05
307,40,Groceries,635.76,2024-10-16
353,20,Fashion,916.52,2025-02-14
364,48,Confectionary,66.29,2025-03-03
467,23,Electronics,208.71,2025-03-17
339,4,Electronics,107.06,2024-05-29
186,8,Groceries,338.47,2024-12-04
407,30,Electronics,651.14,2024-05-27
272,21,Groceries,426.86,2024-06-13
400,9,Stationary,754.43,2024-06-02
29,19,Stationary,384.75,2025-03-11
328,23,Confectionary,196.86,2024-08-21
284,23,Electronics,779.11,2025-02-12
217,22,Stationary,202.14,2024-10-25
314,47,Confectionary,827.34,2024-07-17
315,40,Confectionary,253.27,2024-07-23
217,35,Confectionary,297.96,2024-07-27
461,35,Stationary,939.54,2024-06-09
270,17,Electronics,845.3,2025-02-08
403,14,Home Goods,904.29,2024-06-10
79,29,Fashion,858.2,2024-06-02
463,14,Stationary,785.54,2024-10-19
277,34,Stationary,57.46,2024-07-29
72,27,Confectionary,561.67,2024-11-18
184,14,Fashion,560.18,2024-09-07
301,11,Fashion,337.51,2025-02-07
236,24,Confectionary,940.68,2024-11-23
246,22,Stationary,619.58,2025-01-12
92,28,Home Goods,106.98,2024-05-05
45,46,Groceries,866.86,2024-12-15
272,22,Fashion,573.67,2025-01-25
88,32,Fashion,343.69,2024-07-16
460,39,Stationary,688.51,2024-12-15
78,19,Electronics,72.87,2024-10-21
414,28,Groceries,543.2,2024-05-13
96,27,Home Goods,405.79,2024-08-13
111,24,Confectionary,281.63,2024-10-18
211,8,Groceries,921.31,2024-09-28
133,14,Groceries,864.91,2024-11-22
29,21,Home Goods,49.44,2024-12-29
194,31,Fashion,22.0,2024-10-22
50,36,Home Goods,187.1,2025-03-07
434,11,Home Goods,152.14,2024-09-16
344,36,Confectionary,892.2,2025-01-09
58,6,Stationary,841.88,2024-11-02
209,38,Groceries,136.4,2024-11-25
42,23,Confectionary,644.01,2024-11-26
475,34,Electronics,253.25,2024-08-01
241,19,Electronics,179.92,2024-06-22
195,1,Groceries,286.08,2025-02-24
432,32,Stationary,326.74,2025-02-28
274,45,Home Goods,687.26,2024-08-05
21,31,Home Goods,22.93,2024-11-01
167,46,Home Goods,859.77,2024-05-15
321,3,Electronics,643.97,2024-04-02
135,22,Electronics,827.09,2025-01-27
237,19,Fashion,498.96,2024-05-09
151,17,Stationary,192.66,2024-05-16
80,36,Fashion,855.09,2024-03-30
75,13,Stationary,888.08,2024-07-13
163,9,Stationary,578.07,2025-01-03
169,27,Fashion,882.6,2024-04-08
167,36,Home Goods,88.31,2025-01-24
150,10,Fashion,913.88,2024-09-20
291,32,Home Goods,999.39,2025-03-10
374,45,Stationary,777.01,2024-08-04
161,50,Electronics,243.19,2025-01-29
427,44,Stationary,651.4,2024-08-08
384,48,Stationary,892.61,2024-07-15
301,1,Stationary,956.15,2024-08-29
100,46,Confectionary,539.38,2024-04-18
298,21,Stationary,689.2,2024-11-10
250,29,Home Goods,619.31,2024-06-23
360,39,Fashion,718.45,2024-04-06
412,37,Electronics,163.93,2024-08-07
252,31,Confectionary,464.84,2024-10-29
305,34,Stationary,751.19,2024-04-07
384,36,Confectionary,171.96,2025-02-13
139,42,Electronics,382.06,2024-09-23
325,27,Fashion,13.29,2024-08-01
274,47,Confectionary,446.17,2024-11-14
260,19,Home Goods,414.75,2024-10-24
102,25,Home Goods,918.92,2024-11-06
95,25,Stationary,232.62,2024-04-28
472,15,Confectionary,18.63,2024-10-03
286,29,Electronics,990.14,2025-02-13
103,42,Fashion,66.81,2024-05-20
124,20,Home Goods,954.5,2024-08-21
159,3,Groceries,24.18,2024-10-17
204,43,Home Goods,737.37,2024-07-27
451,50,Groceries,105.63,2024-07-30
478,30,Fashion,654.58,2024-07-06
317,2,Groceries,306.39,2025-02-20
136,22,Stationary,193.65,2024-11-03
180,18,Fashion,915.77,2024-07-11
245,26,Fashion,79.27,2024-07-04
74,15,Confectionary,406.19,2024-04-01
472,23,Confectionary,479.82,2024-04-10
449,16,Home Goods,796.73,2024-04-30
497,19,Fashion,742.02,2024-10-18
402,12,Home Goods,793.63,2024-12-24
169,25,Stationary,587.55,2024-12-03
244,6,Groceries,799.62,2024-10-04
22,44,Confectionary,483.6,2025-01-13
95,7,Confectionary,463.61,2024-08-29
411,42,Fashion,920.61,2025-03-23
144,44,Groceries,634.79,2024-06-29
241,48,Electronics,155.27,2024-11-17
274,13,Stationary,767.07,2024-10-09
267,13,Confectionary,690.33,2024-08-07
146,46,Stationary,661.21,2024-05-19
132,38,Home Goods,697.78,2024-10-04
488,19,Electronics,906.98,2025-01-27
74,10,Home Goods,47.74,2024-09-02
286,9,Home Goods,490.43,2024-05-14
196,41,Electronics,75.27,2024-06-16
456,9,Confectionary,63.01,2025-02-03
465,1,Home Goods,984.75,2024-06-11
227,33,Fashion,469.12,2025-03-02
133,13,Fashion,434.25,2024-09-04
446,21,Stationary,499.56,2024-06-16
347,16,Home Goods,239.61,2024-11-20
101,24,Confectionary,268.8,2024-06-17
135,45,Confectionary,598.28,2024-08-19
33,18,Fashion,612.03,2024-10-29
82,24,Home Goods,401.52,2025-01-02
120,10,Home Goods,749.57,2024-06-26
375,46,Groceries,288.61,2025-02-22
246,35,Confectionary,658.1,2024-07-05
294,33,Stationary,741.46,2025-03-23
120,42,Electronics,928.2,2024-09-08
284,7,Electronics,593.56,2024-05-31
52,28,Confectionary,485.27,2024-06-11
79,36,Electronics,365.44,2024-04-17
444,20,Fashion,454.18,2024-12-31
87,39,Stationary,362.17,2024-06-05
96,2,Stationary,176.51,2025-01-29
9,34,Electronics,442.6,2024-09-01
313,38,Groceries,49.02,2024-11-15
286,34,Fashion,892.79,2025-02-07
157,34,Stationary,244.5,2024-06-30
480,4,Fashion,931.22,2024-10-02
419,23,Stationary,443.07,2024-11-26
187,38,Confectionary,270.99,2024-08-05
384,34,Fashion,257.26,2024-05-02
383,4,Stationary,660.95,2024-07-25
466,14,Home Goods,587.2,2024-10-03
477,35,Confectionary,965.66,2024-03-24
112,16,Stationary,544.78,2024-09-20
145,44,Electronics,439.13,2024-07-15
457,34,Stationary,551.71,2025-03-12
60,31,Fashion,661.03,2024-09-30
248,42,Stationary,848.64,2025-03-13
493,29,Electronics,530.69,2024-11-09
8,10,Stationary,102.69,2024-07-20
397,12,Home Goods,417.76,2024-06-06
289,26,Electronics,552.84,2024-08-27
213,49,Fashion,591.06,2024-06-24
236,10,Home Goods,503.79,2024-09-12
76,33,Fashion,12.23,2024-04-05
222,22,Confectionary,686.65,2024-07-18
41,37,Home Goods,717.0,2024-11-11
1,12,Confectionary,127.06,2024-12-29
213,36,Confectionary,790.59,2024-12-09
110,45,Stationary,955.89,2025-03-21
93,3,Groceries,942.6,2024-05-07
206,33,Fashion,493.31,2024-04-26
166,29,Home Goods,203.05,2024-12-29
432,37,Electronics,356.93,2025-02-28
62,11,Groceries,949.15,2024-06-06
104,36,Groceries,602.83,2025-01-27
435,30,Electronics,315.09,2024-03-28
69,44,Fashion,927.33,2024-09-28
495,42,Confectionary,83.96,2024-10-19
461,24,Groceries,324.28,2024-11-09
186,38,Home Goods,271.79,2024-05-15
376,30,Confectionary,787.79,2024-10-15
486,34,Electronics,667.06,2024-12-11
497,36,Confectionary,896.81,2024-05-12
133,43,Groceries,612.47,2024-12-13
106,17,Stationary,612.75,2024-09-26
37,21,Groceries,985.28,2024-10-22
337,34,Electronics,48.57,2024-05-07
467,4,Stationary,52.19,2024-11-27
166,32,Stationary,600.19,2024-09-09
223,46,Fashion,431.69,2024-11-25
374,37,Home Goods,807.35,2024-11-15
495,9,Fashion,444.43,2024-06-08
292,25,Groceries,677.32,2024-09-22
433,26,Electronics,998.1,2025-01-31
129,26,Home Goods,930.57,2024-12-03
50,38,Groceries,434.36,2025-01-06
186,11,Stationary,542.84,2024-06-09
266,33,Home Goods,279.95,2024-12-05
51,4,Stationary,552.13,2024-09-27
226,22,Electronics,234.18,2024-09-16
177,41,Stationary,174.04,2024-12-08
498,14,Electronics,478.0,2025-02-15
13,33,Fashion,166.86,2025-01-27
199,43,Fashion,206.55,2024-07-13
125,6,Groceries,110.59,2024-12-29
500,22,Groceries,352.42,2024-11-28
421,41,Electronics,482.51,2025-01-13
100,14,Electronics,191.43,2025-02-27
359,28,Home Goods,300.17,2024-06-25
37,35,Fashion,85.38,2025-02-20
287,1,Electronics,651.78,2025-01-15
115,45,Fashion,194.01,2024-05-31
148,40,Stationary,685.82,2025-02-24
423,49,Fashion,176.92,2024-11-03
429,48,Groceries,309.56,2024-10-13
36,18,Confectionary,83.22,2025-01-07
271,33,Stationary,157.92,2024-09-25
30,33,Stationary,204.85,2024-07-16
436,12,Stationary,192.14,2025-01-17
61,43,Electronics,509.81,2024-12-05
338,7,Confectionary,180.8,2024-04-04
324,19,Home Goods,712.99,2024-07-21
286,34,Stationary,128.75,2024-08-03
156,6,Home Goods,395.88,2024-11-16
132,18,Fashion,809.64,2024-10-07
34,11,Stationary,837.91,2024-09-18
246,13,Confectionary,878.99,2024-04-10
436,42,Fashion,847.5,2024-09-19
375,18,Electronics,712.01,2024-05-24
412,32,Confectionary,63.92,2025-03-22
229,4,Home Goods,210.76,2024-07-02
57,41,Fashion,740.85,2024-08-15
278,35,Groceries,187.13,2024-11-24
168,43,Electronics,915.95,2025-02-09
235,31,Electronics,252.05,2024-06-08
331,7,Groceries,422.02,2024-12-07
30,1,Confectionary,565.87,2024-06-20
242,5,Electronics,536.17,2025-01-02
414,5,Groceries,484.61,2024-06-25
446,45,Stationary,176.26,2024-05-04
59,1,Home Goods,421.29,2024-04-25
281,36,Confectionary,943.31,2024-10-31
115,23,Fashion,40.13,2025-02-28
273,31,Groceries,479.17,2024-06-07
449,40,Fashion,273.74,2024-09-23
357,30,Confectionary,406.98,2025-03-08
483,23,Stationary,633.76,2024-05-22
124,24,Fashion,190.84,2024-08-18
14,50,Stationary,701.42,2025-03-12
258,27,Home Goods,437.47,2024-09-02
252,12,Stationary,376.59,2024-05-07
259,3,Stationary,534.58,2024-12-31
323,22,Groceries,629.62,2024-03-24
148,13,Electronics,90.6,2024-06-09
251,17,Electronics,280.32,2024-04-20
461,3,Stationary,260.63,2024-03-29
159,28,Home Goods,946.28,2024-04-18
40,13,Home Goods,299.5,2024-10-20
470,42,Home Goods,789.21,2024-07-31
78,36,Home Goods,746.22,2025-02-20
434,1,Electronics,638.7,2024-10-30
283,14,Stationary,238.44,2024-05-07
372,38,Confectionary,416.77,2024-10-08
141,19,Home Goods,356.46,2024-06-15
242,36,Stationary,143.28,2024-05-13
449,11,Stationary,359.44,2025-02-10
258,20,Electronics,189.41,2024-04-26
421,45,Stationary,700.24,2024-12-27
267,28,Home Goods,822.17,2024-09-28
363,10,Groceries,779.25,2025-01-26
289,49,Stationary,971.78,2024-11-13
285,39,Groceries,699.12,2025-01-24
187,13,Fashion,11.1,2025-01-02
195,48,Home Goods,994.04,2024-12-24
221,39,Stationary,97.93,2024-10-30
66,50,Confectionary,753.45,2024-04-11
206,39,Groceries,665.74,2024-05-27
340,6,Fashion,110.58,2025-03-22
48,23,Home Goods,924.53,2024-07-10
82,13,Home Goods,82.11,2025-03-12
421,3,Confectionary,280.96,2024-07-11
200,1,Groceries,920.04,2024-07-14
310,50,Stationary,901.86,2024-05-16
199,25,Electronics,296.18,2024-09-22
138,43,Fashion,853.87,2024-06-30
16,30,Home Goods,38.1,2025-01-27
275,29,Confectionary,885.94,2024-08-25
158,33,Electronics,159.58,2024-12-15
182,5,Confectionary,641.39,2025-01-01
445,9,Electronics,727.39,2024-12-22
43,19,Electronics,710.95,2024-12-21
467,46,Stationary,174.69,2024-08-01
131,29,Groceries,340.82,2025-02-11
286,8,Confectionary,57.14,2024-11-30
402,9,Electronics,236.77,2024-10-17
36,17,Confectionary,405.22,2024-10-02
377,23,Home Goods,667.01,2024-09-04
276,43,Confectionary,754.12,2024-12-20
401,16,Electronics,270.76,2025-03-01
24,21,Fashion,184.88,2024-09-15
141,49,Home Goods,246.09,2024-11-25
356,22,Stationary,569.88,2024-05-03
366,24,Electronics,866.96,2025-03-04
185,34,Electronics,416.97,2024-06-30
195,3,Home Goods,756.28,2024-10-07
277,49,Stationary,675.75,2024-05-28
132,27,Home Goods,756.17,2024-12-07
82,12,Stationary,382.18,2024-08-30
429,25,Confectionary,132.76,2024-10-26
39,16,Fashion,514.05,2024-12-14
43,48,Home Goods,45.94,2024-05-11
459,26,Fashion,713.66,2024-04-21
38,6,Home Goods,836.59,2024-07-03
363,23,Fashion,351.53,2024-10-13
41,35,Fashion,82.56,2024-12-03
368,30,Confectionary,620.86,2024-07-07
284,13,Stationary,602.5,2024-09-29
133,45,Electronics,255.88,2024-07-31
436,21,Confectionary,448.45,2024-12-13
407,47,Stationary,140.35,2025-03-06
166,34,Groceries,454.43,2025-01-11
292,12,Home Goods,963.7,2024-07-02
31,47,Home Goods,262.69,2024-12-21
264,31,Stationary,580.6,2024-09-13
473,47,Groceries,423.14,2024-12-25
89,12,Confectionary,672.95,2025-03-12
240,7,Home Goods,88.51,2025-01-24
400,32,Stationary,737.68,2024-05-11
395,35,Stationary,234.92,2024-07-25
148,42,Stationary,823.33,2024-09-15
334,22,Fashion,917.88,2024-10-16
488,11,Stationary,125.43,2024-04-14
313,28,Confectionary,425.05,2024-05-02
486,18,Groceries,19.05,2024-08-28
488,39,Groceries,297.97,2024-03-30
403,7,Stationary,44.71,2024-06-23
456,12,Stationary,96.52,2024-12-06
61,49,Fashion,498.43,2024-09-13
25,30,Fashion,996.73,2024-09-17
161,14,Groceries,587.02,2024-06-10
365,47,Confectionary,59.5,2024-06-18
296,20,Home Goods,569.78,2024-12-23
373,8,Electronics,768.78,2024-07-02
105,17,Groceries,63.06,2024-10-23
383,7,Home Goods,736.14,2024-06-07
368,41,Electronics,964.58,2024-11-05
117,16,Home Goods,919.89,2024-04-11
485,3,Stationary,220.32,2024-08-31
491,11,Home Goods,971.15,2024-09-20
17,42,Stationary,239.1,2025-03-20
437,43,Confectionary,348.88,2024-10-11
219,41,Home Goods,486.29,2025-01-04
489,30,Electronics,391.1,2025-01-10
209,11,Electronics,410.07,2024-08-03
303,11,Electronics,540.45,2024-11-12
225,32,Groceries,131.38,2025-02-03
95,18,Groceries,82.38,2024-05-23
341,36,Electronics,900.07,2025-02-21
280,37,Fashion,429.94,2024-07-25
144,37,Stationary,443.78,2024-10-04
173,18,Fashion,945.48,2024-04-21
84,50,Fashion,610.3,2024-12-06
120,22,Confectionary,427.01,2024-04-04
56,28,Fashion,118.38,2024-11-27
355,26,Stationary,176.77,2024-07-18
412,48,Stationary,700.6,2024-09-18
302,9,Groceries,398.0,2024-05-14
483,34,Home Goods,368.8,2024-12-11
338,48,Fashion,42.96,2024-06-03
216,10,Home Goods,959.41,2024-05-23
412,12,Home Goods,941.33,2024-07-02
78,49,Stationary,174.87,2024-10-08
433,48,Fashion,136.86,2025-03-21
472,29,Home Goods,237.95,2024-12-31
351,17,Confectionary,646.41,2024-08-16
390,49,Electronics,254.18,2025-01-17
378,3,Groceries,992.79,2024-05-02
232,9,Fashion,433.27,2024-07-05
226,34,Confectionary,924.16,2024-04-01
370,49,Home Goods,899.27,2024-06-29
483,15,Home Goods,808.46,2024-04-22
285,41,Electronics,385.01,2024-06-02
245,2,Electronics,46.65,2024-11-28
66,47,Electronics,498.42,2024-09-23
69,32,Fashion,796.34,2024-07-12
214,23,Confectionary,162.49,2024-11-07
457,46,Stationary,926.0,2024-10-24
253,1,Electronics,428.02,2024-09-08
371,13,Confectionary,501.73,2025-01-20
418,41,Electronics,698.33,2025-02-19
375,1,Groceries,584.61,2024-07-01
484,29,Confectionary,834.51,2024-10-18
49,32,Confectionary,821.08,2025-02-07
100,29,Groceries,829.53,2024-05-02
474,20,Electronics,644.36,2024-06-06
70,33,Home Goods,13.31,2025-01-24
450,43,Confectionary,253.89,2024-07-15
100,44,Stationary,326.77,2024-06-04
72,5,Groceries,670.4,2024-12-28
2,18,Fashion,159.3,2025-03-09
130,30,Fashion,990.8,2024-03-24
200,39,Groceries,933.63,2024-12-17
154,27,Groceries,124.54,2024-05-01
101,26,Home Goods,522.02,2025-02-03
78,19,Stationary,354.67,2024-04-17
109,21,Confectionary,454.01,2024-03-31
179,48,Electronics,669.19,2025-02-17
412,42,Stationary,137.07,2024-04-07
97,8,Home Goods,123.32,2024-10-18
44,35,Confectionary,235.62,2024-09-13
276,29,Stationary,895.18,2025-01-06
355,33,Electronics,195.4,2024-07-19
302,50,Confectionary,243.69,2024-05-07
101,39,Fashion,940.0,2024-03-28
337,13,Groceries,624.7,2024-04-26
113,25,Fashion,274.84,2024-08-21
235,47,Electronics,335.81,2024-06-11
378,47,Home Goods,68.93,2024-11-07
428,8,Home Goods,466.94,2024-10-14
452,10,Home Goods,559.73,2024-08-27
9,40,Electronics,830.94,2024-08-14
212,46,Stationary,236.96,2025-02-01
431,34,Home Goods,274.86,2024-10-30
65,31,Home Goods,560.85,2025-03-14
373,36,Stationary,972.91,2025-03-04
405,35,Groceries,192.2,2024-07-24
97,40,Fashion,318.06,2025-01-19
483,3,Electronics,950.5,2024-09-21
364,30,Groceries,87.46,2025-02-25
390,40,Confectionary,718.61,2024-05-26
342,23,Groceries,870.72,2024-05-28
281,36,Electronics,276.44,2024-12-09
3,1,Groceries,164.84,2024-07-08
456,27,Confectionary,862.02,2024-12-15
109,5,Stationary,53.36,2024-05-31
204,44,Home Goods,447.41,2024-08-31
244,48,Fashion,460.96,2025-02-21
285,10,Electronics,910.7,2024-04-09
375,7,Groceries,978.34,2024-08-14
352,30,Fashion,86.41,2024-12-31
66,6,Fashion,214.18,2024-05-01
465,2,Fashion,237.59,2025-02-08
371,23,Electronics,570.88,2024-04-11
211,27,Confectionary,73.28,2025-01-31
399,30,Confectionary,516.0,2024-07-12
22,6,Electronics,151.1,2024-06-26
112,17,Stationary,339.38,2024-12-08
368,27,Confectionary,612.86,2024-06-22
198,45,Confectionary,262.47,2024-07-16
290,27,Fashion,882.5,2024-09-08
107,15,Groceries,655.92,2025-03-02
131,25,Stationary,906.34,2024-11-09
28,9,Home Goods,424.4,2024-09-18
233,20,Home Goods,63.57,2024-06-08
376,30,Electronics,385.2,2024-05-12
148,12,Confectionary,109.54,2025-02-08
400,47,Groceries,700.85,2024-04-17
328,22,Groceries,731.66,2024-08-31
493,3,Groceries,487.4,2024-08-31
286,27,Fashion,75.23,2024-06-21
420,49,Confectionary,505.93,2024-12-14
226,44,Home Goods,996.42,2025-03-04
305,5,Confectionary,393.47,2024-10-08
434,23,Groceries,602.6,2024-10-09
337,19,Fashion,792.69,2024-06-03
185,39,Home Goods,831.71,2024-07-06
320,2,Home Goods,488.17,2024-04-23
473,5,Fashion,244.18,2024-08-24
443,40,Fashion,673.17,2025-02-15
390,20,Stationary,414.82,2025-01-24
308,28,Fashion,835.27,2024-10-30
251,8,Electronics,200.25,2024-11-05
62,49,Stationary,626.15,2024-07-26
107,30,Confectionary,299.11,2025-03-06
468,35,Groceries,621.36,2024-07-19
274,25,Home Goods,319.81,2024-04-14
46,13,Fashion,767.4,2025-01-08
481,6,Fashion,724.26,2024-11-06
63,45,Confectionary,381.81,2024-08-02
23,14,Stationary,425.58,2024-12-23
226,49,Electronics,943.92,2024-12-28
103,39,Fashion,833.33,2024-04-05
138,16,Groceries,495.17,2025-01-21
262,1,Confectionary,466.22,2024-09-20
333,50,Confectionary,888.4,2024-11-27
62,5,Fashion,760.19,2024-07-06
171,46,Electronics,270.1,2025-01-10
248,23,Stationary,319.93,2024-06-28
401,31,Groceries,445.81,2024-11-19
316,33,Stationary,493.41,2024-11-16
274,32,Fashion,512.7,2024-04-25
197,46,Fashion,299.72,2025-01-27
317,37,Stationary,364.99,2024-07-13
154,4,Groceries,334.1,2024-12-07
143,36,Fashion,756.67,2024-12-20
366,20,Electronics,695.12,2024-04-01
318,35,Groceries,831.88,2024-07-19
182,18,Home Goods,565.23,2024-07-12
82,45,Stationary,616.1,2025-01-08
30,4,Electronics,777.12,2024-05-24
199,9,Home Goods,113.76,2024-11-16
29,2,Fashion,42.68,2024-08-17
203,16,Electronics,399.41,2024-09-27
134,42,Electronics,830.48,2024-10-28
485,9,Home Goods,311.62,2024-08-18
485,23,Confectionary,898.14,2024-08-04
341,11,Groceries,771.69,2024-08-25
440,45,Electronics,560.43,2024-05-05
499,13,Stationary,731.98,2024-06-05
179,4,Groceries,165.04,2024-12-21
87,23,Confectionary,93.51,2024-08-24
182,13,Electronics,28.5,2024-12-25
267,26,Stationary,417.83,2024-12-04
44,27,Confectionary,157.24,2024-10-05
444,41,Confectionary,379.4,2024-11-24
415,42,Home Goods,963.15,2024-03-26
316,1,Home Goods,714.48,2025-02-09
143,39,Fashion,952.5,2024-07-25
500,28,Electronics,107.55,2024-08-21
433,41,Stationary,315.58,2025-02-19
121,37,Electronics,130.39,2024-10-25
382,22,Home Goods,799.46,2024-11-14
57,22,Fashion,387.95,2025-03-20
450,7,Groceries,960.89,2024-07-30
361,13,Electronics,37.87,2025-02-18
392,8,Stationary,516.05,2024-08-22
454,4,Confectionary,839.18,2025-01-31
144,11,Fashion,519.25,2025-01-25
120,28,Electronics,554.47,2024-09-28
490,50,Groceries,925.05,2024-09-18
309,50,Electronics,903.22,2024-10-02
289,25,Stationary,859.17,2024-10-07
88,50,Groceries,799.2,2024-12-20
463,47,Stationary,673.44,2024-11-13
419,10,Electronics,137.02,2024-12-11
30,45,Electronics,784.68,2024-11-07
52,45,Stationary,845.95,2024-11-10
474,37,Confectionary,596.31,2024-09-11
438,9,Home Goods,182.03,2024-04-17
261,10,Stationary,236.55,2024-05-11
193,36,Stationary,847.64,2024-09-27
380,2,Fashion,102.79,2024-10-01
155,39,Stationary,340.46,2025-03-01
469,21,Home Goods,780.0,2024-12-27
390,46,Electronics,962.6,2024-04-30
379,26,Groceries,222.97,2025-01-11
345,45,Groceries,306.48,2024-10-22
274,26,Groceries,588.12,2024-11-18
453,6,Stationary,674.36,2024-05-13
313,1,Confectionary,349.71,2024-10-03
161,40,Fashion,412.96,2025-02-20
242,7,Confectionary,251.04,2024-04-25
338,7,Stationary,637.14,2025-03-14
73,40,Home Goods,561.64,2024-10-22
74,18,Fashion,272.44,2024-06-01
229,12,Home Goods,524.27,2024-11-28
416,18,Confectionary,424.55,2025-02-14
351,38,Fashion,878.51,2024-11-11
330,31,Stationary,270.87,2024-11-14
365,50,Groceries,802.66,2024-12-23
177,10,Fashion,327.55,2024-11-27
228,13,Confectionary,899.79,2024-08-11
417,18,Electronics,461.25,2024-10-22
271,37,Fashion,208.38,2024-05-19
62,33,Groceries,181.99,2024-10-26
344,4,Groceries,592.43,2024-06-03
417,13,Stationary,463.42,2024-12-07
313,48,Confectionary,187.3,2024-09-26
413,38,Fashion,324.66,2024-11-10
172,8,Groceries,797.2,2024-09-28
98,47,Stationary,385.01,2024-10-06
179,6,Fashion,31.94,2024-05-28
303,18,Groceries,819.11,2025-01-26
109,19,Confectionary,472.73,2024-09-10
329,19,Home Goods,267.24,2024-09-22
422,18,Stationary,453.71,2024-07-29
121,34,Fashion,655.62,2024-06-03
3,11,Confectionary,924.21,2024-11-22
274,50,Home Goods,532.3,2024-07-27
144,10,Home Goods,295.06,2024-12-24
196,27,Fashion,717.43,2025-01-24
342,5,Groceries,974.14,2025-02-24
497,41,Home Goods,52.99,2024-10-21
243,26,Fashion,918.75,2024-09-21
94,38,Fashion,710.86,2024-09-21
358,8,Fashion,119.56,2024-10-08
121,34,Electronics,96.53,2025-01-15
151,18,Electronics,317.99,2024-12-08
211,48,Fashion,18.6,2024-11-05
8,40,Confectionary,722.17,2025-02-19
312,49,Electronics,211.92,2024-10-17
178,18,Stationary,134.07,2024-10-09
27,39,Stationary,319.81,2024-11-21
249,9,Fashion,237.66,2024-07-09
133,39,Stationary,841.17,2024-11-13
110,24,Electronics,298.34,2024-06-11
90,35,Confectionary,994.32,2024-06-10
